id,name,director_actor,info,rating_score,rating_num,introduce,imgurl,recommend_score
92,剪刀手爱德华,导演:蒂姆·波顿TimBurton主演:约翰尼·德普JohnnyDepp薇诺娜·...,1990/美国/剧情奇幻爱情,8.7,868025人评价,浪漫忧郁的成人童话。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p480956937.jpg,0.88399
93,勇敢的心,导演:梅尔·吉布森MelGibson主演:梅尔·吉布森MelGibson苏菲·玛...,1995/美国/动作传记剧情历史战争,8.9,475583人评价,史诗大片的典范。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2004174709.jpg,0.84458
94,加勒比海盗,导演:戈尔·维宾斯基GoreVerbinski主演:约翰尼·德普JohnnyDepp...,2003/美国/动作冒险奇幻,8.8,689472人评价,约翰尼·德普的独角戏。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1596085504.jpg,0.83189
95,杀人回忆,导演:奉俊昊Joon-hoBong主演:宋康昊Kang-hoSong金相庆Sang-kyun...,2003/韩国/剧情动作犯罪悬疑惊悚,8.9,528973人评价,关于连环杀人悬案的集体回忆。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p657823840.jpg,0.86421
96,狩猎,导演:托马斯·温特伯格ThomasVinterberg主演:麦斯·米科尔森MadsMik...,2012/丹麦瑞典/剧情,9.1,289997人评价,人言可畏。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1546987967.jpg,0.87138
97,请以你的名字呼唤我,导演:卢卡·瓜达尼诺LucaGuadagnino主演:艾米·汉莫ArmieHammer...,2017/意大利法国巴西美国荷兰德国/剧情爱情同性,8.9,521474人评价,沉醉在电影的情感和视听氛围中无法自拔。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.jpg,0.87994
98,天使爱美丽,导演:让-皮埃尔·热内Jean-PierreJeunet主演:奥黛丽·塔图AudreyTau...,2001/法国德国/喜剧爱情,8.7,823250人评价,法式小清新。 ,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2447590313.jpg,0.89023
99,断背山,导演:李安AngLee主演:希斯·莱杰HeathLedger杰克·吉伦哈尔Jake...,2005/美国加拿大/剧情爱情同性家庭,8.8,578015人评价,每个人心中都有一座断背山。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2604889017.jpg,0.78321
100,红辣椒,导演:今敏SatoshiKon主演:林原惠美MegumiHayashibara江守彻Toru...,2006/日本/动画悬疑科幻惊悚,9,327578人评价,梦的勾结。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456825720.jpg,0.82105
101,7号房的礼物,导演:李焕庆Hwan-kyeongLee主演:柳承龙Seung-yongRyoo朴信惠Shi...,2013/韩国/剧情喜剧家庭,8.9,422388人评价,《我是山姆》的《美丽人生》。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1816276065.jpg,0.84584
102,幽灵公主,导演:宫崎骏HayaoMiyazaki主演:松田洋治Y?jiMatsuda石田百合...,1997/日本/动画奇幻冒险,8.9,426515人评价,人与自然的战争史诗。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1613191025.jpg,0.90633
103,小森林 夏秋篇,导演:森淳一JunichiMori主演:桥本爱AiHashimoto三浦贵大Takahir...,2014/日本/剧情,9,332264人评价,那些静得只能听见呼吸的日子里，你明白孤独即生活。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2564498893.jpg,0.85878
104,阳光灿烂的日子,导演:姜文WenJiang主演:夏雨YuXia宁静JingNing陶虹HongTao,1994/中国大陆中国香港/剧情爱情,8.8,491082人评价,一场华丽的意淫。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2564685215.jpg,0.87381
105,第六感,导演:M·奈特·沙马兰M.NightShyamalan主演:布鲁斯·威利斯BruceWi...,1999/美国/剧情悬疑惊悚,8.9,431178人评价,深入内心的恐怖，出人意料的结局。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2220184425.jpg,0.85864
106,重庆森林,导演:王家卫KarWaiWong主演:林青霞BrigitteLin金城武TakeshiK...,1994/中国香港/剧情爱情,8.8,623712人评价,寂寞没有期限。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792381411.jpg,0.81925
107,入殓师,导演:泷田洋二郎Y?jir?Takita主演:本木雅弘MasahiroMotoki...,2008/日本/剧情,8.9,471073人评价,死可能是一道门，逝去并不是终结，而是超越，走向下一程。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1583839859.jpg,0.88875
108,唐伯虎点秋香,导演:李力持Lik-ChiLee主演:周星驰StephenChow巩俐LiGong陈...,1993/中国香港/喜剧爱情古装,8.7,818684人评价,华太师是黄霑，吴镇宇四大才子之一。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2357915564.jpg,0.80608
109,小森林 冬春篇,导演:森淳一JunichiMori主演:桥本爱AiHashimoto三浦贵大Takahir...,2015/日本/剧情,9,297566人评价,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2215147728.jpg,0.87107
110,爱在黎明破晓前,导演:理查德·林克莱特RichardLinklater主演:伊桑·霍克EthanHawke...,1995/美国奥地利瑞士/剧情爱情,8.8,480536人评价,缘分是个连绵词，最美不过一瞬。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2555762374.jpg,0.84701
111,超脱,导演:托尼·凯耶TonyKaye主演:艾德里安·布洛迪AdrienBrody马西...,2011/美国/剧情,8.9,376745人评价,穷尽一生，我们要学会的，不过是彼此拥抱。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1305562621.jpg,0.80897
112,消失的爱人,导演:大卫·芬奇DavidFincher主演:本·阿弗莱克BenAffleck罗莎蒙...,2014/美国/剧情犯罪悬疑惊悚,8.7,706314人评价,年度最佳date movie。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2221768894.jpg,0.80705
113,一一,导演:杨德昌EdwardYang主演:吴念真李凯莉KellyLee金燕玲Elai...,2000/中国台湾日本/剧情爱情家庭,9,279393人评价,我们都曾经是一一。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg,0.85511
114,菊次郎的夏天,导演:北野武TakeshiKitano主演:北野武TakeshiKitano关口雄介Yus...,1999/日本/剧情喜剧,8.8,442981人评价,从没见过那么流氓的温柔，从没见过那么温柔的流氓。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2620392435.jpg,0.87539
115,蝙蝠侠：黑暗骑士崛起,导演:克里斯托弗·诺兰ChristopherNolan主演:克里斯蒂安·贝尔Christ...,2012/美国英国/剧情动作科幻犯罪惊悚,8.8,563975人评价,诺兰就是保证。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1706428744.jpg,0.73951
116,侧耳倾听,导演:近藤喜文YoshifumiKondo主演:本名阳子YoukoHonna小林桂树K...,1995/日本/剧情爱情动画,8.9,362424人评价,少女情怀总是诗。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,0.89502
117,倩女幽魂,导演:程小东Siu-TungChing主演:张国荣LeslieCheung王祖贤JoeyW...,1987/中国香港/爱情奇幻武侠古装,8.7,575016人评价,两张绝世的脸。 ,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2414157745.jpg,0.89327
118,功夫,导演:周星驰StephenChow主演:周星驰StephenChow元秋QiuYuen...,2004/中国大陆中国香港/动作喜剧犯罪奇幻,8.6,781395人评价,警恶惩奸，维护世界和平这个任务就交给你了，好吗？,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2219011938.jpg,0.84294
119,无人知晓,导演:是枝裕和HirokazuKoreeda主演:柳乐优弥Y?yaYagira北浦爱...,2004/日本/剧情,9.1,224302人评价,我的平常生活就是他人的幸福。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p661160053.jpg,0.91142
120,超能陆战队,导演:唐·霍尔DonHall克里斯·威廉姆斯ChrisWilliams主演:斯科特...,2014/美国/喜剧动作科幻动画冒险,8.7,787880人评价,Balalala~~~,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2614500883.jpg,0.84079
121,萤火之森,导演:大森贵弘TakahiroOmori主演:佐仓绫音AyaneSakura内山昂辉K...,2011/日本/剧情爱情动画奇幻,8.9,400569人评价,触不到的恋人。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1675053073.jpg,0.81387
122,人生果实,导演:伏原健之KenshiFushihara主演:津端修一Sh?ichiTsubata津...,2017/日本/纪录片,9.5,122792人评价,土壤没有落叶不会肥沃，没有了你就不算人生。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2544912792.jpg,0.88744
123,甜蜜蜜,导演:陈可辛PeterChan主演:黎明LeonLai张曼玉MaggieCheung...,1996/中国香港/剧情爱情,8.8,408822人评价,相逢只要一瞬间，等待却像是一辈子。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2223011274.jpg,0.89613
124,借东西的小人阿莉埃蒂,导演:米林宏昌HiromasaYonebayashi主演:志田未来MiraiShida神木...,2010/日本/动画奇幻冒险,8.8,429149人评价,曾经的那段美好会沉淀为一辈子的记忆。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p617533616.jpg,0.81139
125,玛丽和马克思,导演:亚当·艾略特AdamElliot主演:托妮·科莱特ToniCollette菲利...,2009/澳大利亚/剧情喜剧动画,8.9,355521人评价,你是我最好的朋友，你是我唯一的朋友 。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2162822165.jpg,0.80172
126,驯龙高手,导演:迪恩·德布洛斯DeanDeBlois克里斯·桑德斯ChrisSanders主演:...,2010/美国/动画奇幻冒险,8.7,602530人评价,和谐的生活离不开摸头与被摸头。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2210954024.jpg,0.80043
127,爱在日落黄昏时,导演:理查德·林克莱特RichardLinklater主演:伊桑·霍克EthanHawke...,2004/美国法国/剧情爱情,8.8,402506人评价,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2561542458.jpg,0.83557
128,完美的世界,导演:克林特·伊斯特伍德ClintEastwood主演:凯文·科斯特纳KevinCos...,1993/美国/剧情犯罪,9.1,213741人评价,坏人的好总是比好人的好来得更感人。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2190556408.jpg,0.87657
129,幸福终点站,导演:史蒂文·斯皮尔伯格StevenSpielberg主演:汤姆·汉克斯TomHanks...,2004/美国/喜剧剧情爱情,8.8,428902人评价,有时候幸福需要等一等。 ,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p854757687.jpg,0.87496
130,告白,导演:中岛哲也TetsuyaNakashima主演:松隆子TakakoMatsu冈田将生...,2010/日本/剧情悬疑,8.7,568201人评价,没有一人完全善，也没有一人完全恶。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p689520756.jpg,0.76939
131,大鱼,导演:蒂姆·波顿TimBurton主演:伊万·麦克格雷格EwanMcGregor阿...,2003/美国/剧情家庭奇幻冒险,8.8,456404人评价,抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p692813374.jpg,0.88912
132,阳光姐妹淘,导演:姜炯哲Hyeong-CheolKang主演:沈恩京Eun-kyungShim闵孝琳Hy...,2011/韩国/剧情喜剧,8.8,491011人评价,再多各自牛逼的时光，也比不上一起傻逼的岁月。 ,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1374786017.jpg,0.86669
133,射雕英雄传之东成西就,导演:刘镇伟JeffreyLau主演:梁朝伟TonyLeungChiuWai林青霞Bri...,1993/中国香港/喜剧奇幻武侠古装,8.7,511737人评价,百看不厌。 ,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2609063925.jpg,0.67339
134,哈利·波特与阿兹卡班的囚徒,导演:AlfonsoCuarón主演:丹尼尔·雷德克里夫DanielRadcliffeEmma...,2004/英国美国/奇幻冒险,8.8,475780人评价,不一样的导演，不一样的哈利·波特。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910812549.jpg,0.85707
135,恐怖直播,导演:金秉祐Byeong-wooKim主演:河正宇Jung-wooHa李璟荣Kyeong-y...,2013/韩国/剧情犯罪悬疑,8.8,507411人评价,恐怖分子的“秋菊打官司”。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2016930906.jpg,0.79632
136,天书奇谭,导演:王树忱ShuchenWang钱运达YundaQian主演:丁建华JianhuaDin...,1983(中国大陆)/中国大陆/动画奇幻,9.2,177247人评价,传奇的年代，醉人的童话。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2515539487.jpg,0.81848
137,怪兽电力公司,导演:彼特·道格特PeteDocter大卫·斯沃曼DavidSilverman主演:约...,2001/美国/儿童喜剧动画奇幻冒险,8.7,514079人评价,不要给它起名字，起了名字就有感情了。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2513247938.jpg,0.84459
138,神偷奶爸,导演:皮艾尔·柯芬PierreCoffin克里斯·雷纳德ChrisRenaud主演:...,2010/美国法国/喜剧动画冒险,8.6,768643人评价,Mr. I Don't Care其实也有Care的时候。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg,0.73355
139,玩具总动员3,导演:李·昂克里奇LeeUnkrich主演:汤姆·汉克斯TomHanks蒂姆·艾...,2010/美国/喜剧动画奇幻冒险,8.8,397375人评价,跨度十五年的欢乐与泪水。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1283675359.jpg,0.81141
140,傲慢与偏见,导演:乔·怀特JoeWright主演:凯拉·奈特莉KeiraKnightley马修·...,2005/法国英国美国/剧情爱情,8.6,609525人评价,爱是摈弃傲慢与偏见之后的曙光。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2016401659.jpg,0.81521
141,时空恋旅人,导演:理查德·柯蒂斯RichardCurtis主演:多姆纳尔·格里森DomhnallGl...,2013/英国/喜剧爱情奇幻,8.8,450220人评价,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.jpg,0.88414
142,哈利·波特与密室,导演:ChrisColumbus主演:丹尼尔·雷德克里夫DanielRadcliffe艾玛...,2002/美国英国德国/奇幻冒险,8.7,498721人评价,魔法的密室之门已打开...,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1082651990.jpg,0.88233
143,教父3,导演:弗朗西斯·福特·科波拉FrancisFordCoppola主演:阿尔·帕西诺A...,1990/美国/剧情犯罪,8.9,275162人评价,任何信念的力量，都无法改变命运。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg,0.85598
144,釜山行,导演:延尚昊Sang-hoYeon主演:孔侑YooGong郑有美Yu-miJung马...,2016/韩国/动作惊悚灾难,8.6,915003人评价,揭露人性的丧尸题材力作。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2360940399.jpg,0.81831
145,血战钢锯岭,导演:梅尔·吉布森MelGibson主演:安德鲁·加菲尔德AndrewGarfield...,2016/澳大利亚美国/剧情传记历史战争,8.7,632994人评价,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2398141939.jpg,0.90683
146,哪吒闹海,导演:严定宪DingxianYan王树忱ShuchenWang主演:梁正晖Zhenghui...,1979/中国大陆/冒险动画奇幻,9.1,196622人评价,想你时你在闹海。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2516566783.jpg,0.88775
147,被解救的姜戈,导演:昆汀·塔伦蒂诺QuentinTarantino主演:杰米·福克斯JamieFoxx...,2012/美国/剧情动作西部冒险,8.7,475154人评价,热血沸腾，那个低俗、性感的无耻混蛋又来了。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1800813767.jpg,0.73012
148,七武士,导演:黑泽明AkiraKurosawa主演:三船敏郎Toshir?Mifune志村乔...,1954/日本/动作冒险剧情,9.3,149539人评价,时代悲歌。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215886505.jpg,0.91556
149,喜宴,导演:李安AngLee主演:赵文瑄WinstonChao郎雄SihungLung归亚...,1993/中国台湾美国/剧情喜剧爱情同性家庭,8.9,266327人评价,中国家庭的喜怒哀乐忍。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,0.88889
150,电锯惊魂,导演:詹姆斯·温JamesWan主演:雷·沃纳尔LeighWhannell加利·艾...,2004/美国/悬疑惊悚恐怖,8.7,403326人评价,真相就在眼前。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2565332644.jpg,0.69836
151,风之谷,导演:宫崎骏HayaoMiyazaki主演:岛本须美SumiShimamoto松田洋治Y...,1984/日本/动画奇幻冒险,8.9,298585人评价,动画片的圣经。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1917567652.jpg,0.90513
152,一个叫欧维的男人决定去死,导演:汉内斯·赫尔姆HannesHolm主演:罗夫·拉斯加德RolfLassg?rd...,2015/瑞典/剧情,8.9,317708人评价,惠及一生的美丽。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg,0.85661
153,我是山姆,导演:杰茜·尼尔森JessieNelson主演:SeanPennDakotaFanningMi...,2001/美国/剧情家庭,8.9,244491人评价,爱并不需要智商 。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p652417775.jpg,0.84908
154,头号玩家,导演:史蒂文·斯皮尔伯格StevenSpielberg主演:泰伊·谢里丹TyeSheri...,2018/美国/动作科幻冒险,8.6,1101118人评价,写给影迷，动漫迷和游戏迷的一封情书。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2516578307.jpg,0.83974
155,英雄本色,导演:吴宇森JohnWoo主演:周润发Yun-FatChow狄龙LungTi张国...,1986/中国香港/剧情动作犯罪,8.7,403675人评价,英雄泪短，兄弟情长。 ,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg,0.87867
156,上帝之城,导演:费尔南多·梅里尔斯FernandoMeirelles卡迪亚·兰德KátiaLund&nbsp...,2002/巴西法国/犯罪剧情,9,245449人评价,被上帝抛弃了的上帝之城。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455677490.jpg,0.85659
157,谍影重重3,导演:保罗·格林格拉斯PaulGreengrass主演:马特·达蒙MattDamon...,2007/美国德国/动作悬疑惊悚,8.8,337721人评价,像吃了苏打饼一样干脆的电影。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg,0.71998
158,疯狂原始人,导演:科克·德·米科KirkDeMicco克里斯·桑德斯ChrisSanders主演...,2013/美国/喜剧动画冒险,8.7,684046人评价,老少皆宜，这就是好莱坞动画的魅力。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg,0.80736
159,未麻的部屋,导演:今敏SatoshiKon主演:岩男润子JunkoIwao松本梨香RicaMatsu...,1997/日本/动画奇幻惊悚,9,221018人评价,好的剧本是，就算你猜到了结局也猜不到全部。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1351050722.jpg,0.81152
160,岁月神偷,导演:罗启锐AlexLaw主演:吴君如SandraNg任达华SimonYam钟绍...,2010/中国香港中国大陆/剧情家庭,8.7,488520人评价,岁月流逝，来日可追。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg,0.82127
161,卢旺达饭店,导演:特瑞·乔治TerryGeorge主演:唐·钱德尔DonCheadle苏菲·奥...,2004/英国南非意大利/剧情传记历史战争,8.9,240707人评价,当这个世界闭上双眼，他却敞开了怀抱。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p470419493.jpg,0.86126
162,纵横四海,导演:吴宇森JohnWoo主演:周润发Yun-FatChow张国荣LeslieCheung...,1991/中国香港/剧情喜剧动作犯罪,8.8,321391人评价,香港浪漫主义警匪动作片的巅峰之作。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2597918718.jpg,0.83811
163,三块广告牌,导演:马丁·麦克唐纳MartinMcDonagh主演:弗兰西斯·麦克多蒙德France...,2017/美国英国/剧情犯罪,8.7,655657人评价,怼天怼地，你走后，她与世界为敌。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2510081688.jpg,0.85873
164,达拉斯买家俱乐部,导演:让-马克·瓦雷Jean-MarcVallée主演:马修·麦康纳MatthewMcCon...,2013/美国/剧情传记同性,8.8,354506人评价,Jared Leto的腿比女人还美！,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg,0.83058
165,花样年华,导演:王家卫KarWaiWong主演:梁朝伟TonyLeungChiuWai张曼玉Ma...,2000/中国香港/剧情爱情,8.7,453576人评价,偷情本没有这样美。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910828286.jpg,0.88271
166,心迷宫,导演:忻钰坤YukunXin主演:霍卫民WeiminHuo王笑天XiaotianWang...,2014/中国大陆/剧情犯罪悬疑,8.7,389116人评价,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2276780256.jpg,0.88406
167,记忆碎片,导演:克里斯托弗·诺兰ChristopherNolan主演:盖·皮尔斯GuyPearce...,2000/美国/犯罪剧情悬疑惊悚,8.6,488897人评价,一个针管引发的血案。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg,0.81692
168,黑客帝国3：矩阵革命,导演:AndyWachowskiLarryWachowski主演:基努·里维斯KeanuReeves...,2003/美国澳大利亚/动作科幻,8.8,335321人评价,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg,0.78683
169,模仿游戏,导演:莫滕·泰杜姆MortenTyldum主演:本尼迪克特·康伯巴奇BenedictC...,2014/英国美国/剧情传记战争同性,8.7,480946人评价,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg,0.88346
170,新世界,导演:朴勋政Hoon-jungPark主演:李政宰Jung-JaeLee崔岷植Min-sik...,2013/韩国/剧情犯罪,8.8,278109人评价,要做就做得狠一点，这样才能活下去。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1903379979.jpg,0.75488
171,你的名字。,导演:新海诚MakotoShinkai主演:神木隆之介Ry?nosukeKamiki上...,2016/日本/剧情爱情动画,8.4,1087546人评价,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2395733377.jpg,0.84495
172,荒蛮故事,导演:达米安·斯兹弗隆DamiánSzifron主演:达里奥·葛兰帝内提Darío...,2014/阿根廷西班牙/剧情喜剧犯罪,8.8,334916人评价,始于荒诞，止于更荒诞。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2584519452.jpg,0.86266
173,头脑特工队,导演:彼特·道格特PeteDocter罗纳尔多·德尔·卡门RonaldoDelCarmen&nb...,2015/美国/喜剧动画冒险,8.7,464697人评价,愿我们都不用长大，每一座城堡都能永远存在。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2266293606.jpg,0.89672
174,真爱至上,导演:理查德·柯蒂斯RichardCurtis主演:休·格兰特HughGrant柯林...,2003/英国美国法国/喜剧剧情爱情,8.6,578477人评价,爱，是个动词。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg,0.81753
175,忠犬八公物语,导演:Seijir?K?yama主演:山本圭KeiYamamoto井川比佐志Hisa...,1987/日本/剧情,9.2,148186人评价,养狗三日，便会对你终其一生。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1576418852.jpg,0.88612
176,爆裂鼓手,导演:达米恩·查泽雷DamienChazelle主演:迈尔斯·特勒MilesTeller...,2014/美国/剧情音乐,8.7,443209人评价,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2220776342.jpg,0.81031
177,贫民窟的百万富翁,导演:丹尼·鲍尔DannyBoyle洛芙琳·坦丹LoveleenTandan主演:戴夫...,2008/英国/剧情爱情,8.6,607731人评价,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2434249040.jpg,0.82215
178,萤火虫之墓,导演:高畑勋IsaoTakahata主演:辰己努白石绫乃志乃原良子,1988/日本/动画剧情战争,8.7,342450人评价,幸福是生生不息，却难以触及的远。 ,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2237136718.jpg,0.85785
179,东邪西毒,导演:王家卫KarWaiWong主演:张国荣LeslieCheung林青霞Brigitte...,1994/中国香港中国台湾/剧情动作爱情武侠古装,8.6,470688人评价,电影诗。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1982176012.jpg,0.84477
180,黑天鹅,导演:达伦·阿罗诺夫斯基DarrenAronofsky主演:娜塔莉·波特曼Natalie...,2010/美国/剧情惊悚,8.6,670544人评价,黑暗之美。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2549648344.jpg,0.82967
181,海街日记,导演:是枝裕和HirokazuKoreeda主演:绫濑遥HarukaAyase长泽雅美M...,2015/日本/剧情家庭,8.8,321406人评价,是枝裕和的家庭习作。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2603364117.jpg,0.88897
182,惊魂记,导演:阿尔弗雷德·希区柯克AlfredHitchcock主演:安东尼·博金斯Antho...,1960/美国/悬疑惊悚恐怖,9,194289人评价,故事的反转与反转，分裂电影的始祖。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg,0.83998
183,无敌破坏王,导演:瑞奇·莫尔RichMoore主演:约翰·C·赖利JohnC.Reilly萨拉...,2012/美国/喜剧动画奇幻冒险,8.7,419460人评价,迪士尼和皮克斯拿错剧本的产物。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1735642656.jpg,0.75485
184,你看起来好像很好吃,导演:藤森雅也MasayaFujimori主演:山口胜平KappeiYamaguchi爱河...,2010/日本/剧情动画儿童,8.9,268501人评价,感情不分食草或者食肉。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p709670262.jpg,0.80126
185,冰川时代,导演:卡洛斯·沙尔丹哈CarlosSaldanha克里斯·韦奇ChrisWedge主演...,2002/美国/喜剧动画冒险,8.6,496733人评价,松鼠才是角儿。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910895719.jpg,0.85819
186,雨人,导演:巴瑞·莱文森BarryLevinson主演:达斯汀·霍夫曼DustinHoffman...,1988/美国/剧情,8.7,330127人评价,生活在自己的世界里，也可以让周围的人显得可笑和渺小。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2353324612.jpg,0.86487
187,小偷家族,导演:是枝裕和HirokazuKoreeda主演:中川雅也LilyFranky安藤樱Sa...,2018/日本/剧情犯罪家庭,8.7,652032人评价,我们组成了家。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2530599636.jpg,0.91075
188,绿里奇迹,导演:FrankDarabont主演:汤姆·汉克斯TomHanks大卫·摩斯DavidM...,1999/美国/犯罪剧情奇幻悬疑,8.9,231755人评价,天使暂时离开。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg,0.81802
189,恋恋笔记本,导演:尼克·卡索维茨NickCassavetes主演:瑞恩·高斯林RyanGosling...,2004/美国/剧情爱情,8.5,520381人评价,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 ,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg,0.81296
